name	color	hallmark	disease
CARS2			Ki-1+_Anaplastic_Large_Cell_Lymphoma Epileptic_encephalopathy Movement_Disorders MERRF_Syndrome Myoclonic_Epilepsies,_Progressive Unverricht-Lundborg_Syndrome
ALOX15B		APICAL_JUNCTION P53_PATHWAY	Malignant_neoplasm_of_prostate Carcinogenesis Asthma Adenoma Colorectal_Cancer Malignant_neoplasm_of_lung Prostate_carcinoma Hypertensive_disease Primary_malignant_neoplasm_of_lung Adenocarcinoma Adrenal_Cortical_Adenoma Colorectal_Carcinoma Agenesis_of_corpus_callosum Psoriasis Adenocarcinoma_of_prostate Prostatic_Neoplasms Atherosclerosis Aplasia_Cutis_Congenita Malignant_neoplasm_of_esophagus Esophageal_carcinoma Prostatic_Hyperplasia Precancerous_Conditions Benign_Prostatic_Hyperplasia PACHYONYCHIA_CONGENITA_3 Colorectal_Neoplasms Non-Small_Cell_Lung_Carcinoma Malignant_Head_and_Neck_Neoplasm Carcinoma_of_lung Esophageal_Neoplasms Head_and_Neck_Carcinoma Arteriosclerosis
AK4		HYPOXIA MTORC1_SIGNALING GLYCOLYSIS	Malignant_neoplasm_of_lung Neoplasm_Metastasis Primary_malignant_neoplasm_of_lung Deficiency_of_butyryl-CoA_dehydrogenase Amyotrophic_Lateral_Sclerosis Neurodegenerative_Disorders Carcinoma_of_lung Adenocarcinoma_of_lung_(disorder)
RHOU			Heart_failure Carcinogenesis Kidney_Neoplasm Stomach_Carcinoma Congestive_heart_failure Ischemic_cardiomyopathy Malignant_neoplasm_of_stomach Uterine_Cancer Cardiomyopathy,_Familial_Idiopathic
ASPHD2			
RPL10A			Adenoma Adenocarcinoma Liver_carcinoma Focal_glomerulosclerosis
RPEL1			
BDH2	OXIDATIVE_PHOSPHORYLATION	OXIDATIVE_PHOSPHORYLATION	Iron_Overload Iron-Refractory_Iron_Deficiency_Anemia Breast_Carcinoma Ovarian_Carcinoma Glioblastoma Iron_deficiency Epithelial_ovarian_cancer Malignant_neoplasm_of_breast Astrocytoma Malignant_neoplasm_of_ovary Cytogenetically_normal_acute_myeloid_leukemia
HEMK1			
CHIA			Asthma allergic_symptom Pneumonia Childhood_asthma airway_disease Pneumonitis Eosinophilic_esophagitis Allergic_asthma
SNRPF			Rhabdomyosarcoma Neoplasm_Metastasis Nodule Pulmonary_Emphysema Parkinson_Disease
ENTPD1			Epstein-Barr_Virus_Infections Cerebrovascular_accident Acquired_Immunodeficiency_Syndrome Cytomegalovirus_Infections Malaria Glioma Cerebral_Infarction Vascular_inflammations Pancreatic_carcinoma Diabetes_Mellitus,_Non-Insulin-Dependent Autoimmune_Diseases Atherosclerosis Crohn_Disease Neoplasm_Metastasis Pancreatic_Diseases Endometrial_Carcinoma Pancreatitis,_Chronic beta^+^_Thalassemia Glomerulosclerosis_(disorder) Diabetic_Nephropathy Secondary_malignant_neoplasm_of_liver Disruptive,_Impulse_Control,_and_Conduct_Disorders Myocardial_Infarction Type_II_Mucolipidosis Malignant_neoplasm_of_endometrium Arteriosclerosis Diabetes_Mellitus Pneumonia Erythroid_hyperplasia Tuberculosis Malignant_neoplasm_of_pancreas Dejerine-Sottas_Disease_(disorder) Pulmonary_Emphysema Encephalomyelitis Vascular_Diseases Adenocarcinoma_of_rectum Burkitt_Lymphoma Carcinoma_of_lung Chronic_kidney_disease_stage_5 Pneumonitis Fatigue Diabetes DOSAGE-SENSITIVE_SEX_REVERSAL Dehydration Gastritis Metabolic_Syndrome_X Cystic_Fibrosis Pulmonary_Edema Coronary_Arteriosclerosis Uterine_Corpus_Cancer Restenosis Asthma Chronic_Lymphocytic_Leukemia melanoma Arthritis Colitis Multiple_Sclerosis Myocardial_Ischemia Microcytic_hypochromic_anemia_(disorder) HIV_Infections Inflammatory_Bowel_Diseases Severe_combined_immunodeficiency_due_to_adenosine_deaminase_deficiency Kidney_Failure,_Chronic Chronic_Obstructive_Airway_Disease Coinfection Primary_malignant_neoplasm_of_lung Malignant_neoplasm_of_lung beta_Thalassemia
CSNK1E	WNT_BETA_CATENIN_SIGNALING	WNT_BETA_CATENIN_SIGNALING	Patent_ductus_arteriosus Nonorganic_psychosis Heroin_Dependence Malignant_neoplasm_of_esophagus Central_neuroblastoma Neuroblastoma TDP-43_Proteinopathies Malignant_neoplasm_of_breast Psychotic_Disorders Malignant_neoplasm_of_prostate Prostate_carcinoma Breast_Carcinoma Sleep_disturbances Delayed_Sleep_Phase_Syndrome Colorectal_Cancer Sleep_Disorders Colorectal_Carcinoma Methamphetamine_dependence Bipolar_Disorder Mammary_Neoplasms Schizophrenia
HARS			Idiopathic_Inflammatory_Myopathies Depressive_disorder Autoimmune_Diseases Gonadal_dysgenesis_XX_type_deafness Lung_Diseases,_Interstitial Mental_Depression Peripheral_Neuropathy Degenerative_polyarthritis Presenile_dementia USHER_SYNDROME,_TYPE_IIIB Alcoholic_Intoxication,_Chronic Breast_Carcinoma Colon_Carcinoma Rheumatic_Fever Rheumatoid_Arthritis Alzheimer's_Disease Hodgkin_Disease Dementia Neurofibromatosis_2 Antisocial_Personality_Disorder Malignant_neoplasm_of_breast Brugada_Syndrome_(disorder) Congenital_long_QT_syndrome Myositis Neurilemmoma Usher_Syndrome Myopathy
MOK			Rheumatoid_Arthritis Malignant_neoplasm_of_breast Diabetic_Retinopathy Squamous_cell_carcinoma melanoma Coronary_heart_disease Sarcoidosis Neurodegenerative_Disorders Cardiovascular_Diseases Chronic_Obstructive_Airway_Disease Primary_malignant_neoplasm_of_lung Congestive_heart_failure Hypertensive_disease Renal_Cell_Carcinoma Septicemia Primary_malignant_neoplasm Neuroblastoma Retinal_Diseases Myeloid_Leukemia,_Chronic Diabetes_Mellitus Pulmonary_Emphysema Pneumonia Amyloidosis Myositis Parkinson_Disease Multiple_Myeloma Embryonal_Rhabdomyosarcoma Hashimoto_Disease Multiple_Sclerosis Colorectal_Cancer Colonic_Neoplasms Coronary_Arteriosclerosis Malformations_of_Cortical_Development Brain_Diseases Endothelial_dysfunction Malignant_Neoplasms Plaque,_Amyloid Malignant_neoplasm_of_lung Heart_failure Malignant_neoplasm_of_mouth Atherosclerosis Mouth_Neoplasms Multiple_tumors Prostate_carcinoma Tumor_Initiation Breast_Carcinoma Neoplasms Alzheimer's_Disease Malignant_neoplasm_of_kidney Diabetes_Mellitus,_Non-Insulin-Dependent Lung_Neoplasms Ischemic_stroke Huntington_Disease Inclusion_Body_Myositis_(disorder) Transient_ischemia AA_amyloidosis Kidney_Diseases Metastatic_Neoplasm Aortic_Aneurysm,_Abdominal Non-Small_Cell_Lung_Carcinoma Diabetes Cystic_Fibrosis Myocardial_Infarction Dermatologic_disorders Liver_carcinoma Malignant_neoplasm_of_testis Neoplasm_Metastasis Central_neuroblastoma Malignant_neoplasm_of_prostate Sepsis Psychoticism Hodgkin_Disease Infant,_Premature Mucinous_Adenocarcinoma Carcinogenesis Diabetic_Angiopathies Tumor_Progression Obesity Osteoarthritis,_Knee Atrial_Premature_Complexes Lung_diseases Coronary_Artery_Disease Pulmonary_Fibrosis Carcinoma_of_lung Adenomatous_Polyposis_Coli Reactive_systemic_amyloidosis Lip_and_Oral_Cavity_Carcinoma Colorectal_Carcinoma Restenosis Diabetes_Mellitus,_Insulin-Dependent Rhabdomyosarcoma Pneumonitis Hyperglycemia Adenoma Degenerative_polyarthritis Ataxia_Telangiectasia Diabetic_Nephropathy Crohn_Disease Schizophrenia Dementia Vascular_Diseases Arteriosclerosis
POLR3H			
RPL36A			Liver_carcinoma Endometrial_Hyperplasia Malignant_neoplasm_of_thyroid Neoplasm_Metastasis Malignant_neoplasm_of_lung Polycystic_Ovary_Syndrome Endometrial_Diseases Malignant_neoplasm_of_breast Diabetic_Nephropathy Adenocarcinoma_of_lung_(disorder) Thymoma Prostate_carcinoma Glioblastoma_Multiforme Thyroid_carcinoma Malignant_neoplasm_of_endometrium Glioblastoma Endometrial_adenocarcinoma Lung_Neoplasms Diabetes_Mellitus Adenocarcinoma Papillary_thyroid_carcinoma Endometrial_Carcinoma Malignant_neoplasm_of_prostate Glioma Neoplasms Breast_Carcinoma Hepatoblastoma Diabetes Carcinogenesis Epithelial_hyperplasia Uterine_Corpus_Cancer melanoma Carcinoma_of_lung Non-Small_Cell_Lung_Carcinoma Primary_malignant_neoplasm_of_lung Carcinoma_breast_stage_IV Hyperglycemia Progesterone_Resistance Tumor_Initiation
HIBADH			3-Hydroxyisobutyric_aciduria
RERG			Carcinogenesis Marinesco-Sjogren_syndrome Mammary_Neoplasms Malignant_neoplasm_of_breast Neoplasm_Metastasis Breast_Carcinoma
HSD17B4		FATTY_ACID_METABOLISM BILE_ACID_METABOLISM PEROXISOME	Precursor_B-cell_lymphoblastic_leukemia West_Syndrome Leukodystrophy Malignant_neoplasm_of_breast Uterine_Corpus_Cancer Liver_carcinoma Neonatal_Hypotonia Pseudo-Zellweger_syndrome Liver_neoplasms Zellweger_Syndrome Alzheimer's_Disease Ovarian_dysgenesis Lymphoma Contracture Endometrial_Carcinoma Prostate_carcinoma Deficiency_of_enoyl-CoA_hydratase Alpha-Methylacyl-CoA_Racemase_Deficiency HER2-positive_carcinoma_of_breast Peroxisomal_Disorders Protein_Deficiency Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Malignant_neoplasm_of_liver Adrenoleukodystrophy Testicular_Germ_Cell_Tumor Malignant_neoplasm_of_prostate Malignant_neoplasm_of_endometrium Premature_Menopause Ovarian_Failure,_Premature Benign_congenital_hypotonia Floppy_infant_syndrome Gonadal_dysgenesis_XX_type_deafness RHIZOMELIC_CHONDRODYSPLASIA_PUNCTATA,_TYPE_1
GBA2			Muscle_Spasticity Mental_impairment Abnormal_mental_state Gaucher_Disease Autosomal_Recessive_Hereditary_Spastic_Paraplegia Spastic_Ataxia Spastic_Paraplegia,_Hereditary Ataxia Mental_handicap Henoch-Schoenlein_Purpura melanoma Paraparesis,_Spastic SPASTIC_PARAPLEGIA_46,_AUTOSOMAL_RECESSIVE Storage_disease Hypoplasia_of_corpus_callosum Cerebellar_Ataxia
MTAP			Mesothelioma Pleural_effusion_disorder Adenocarcinoma_Of_Esophagus Malignant_neoplasm_of_lung Leukemia,_T-Cell Melanocytic_nevus Hereditary_Melanoma Pancreatitis Atherosclerosis Primary_malignant_neoplasm_of_lung Gastric_Adenocarcinoma Glioma Cutaneous_Melanoma Arteriosclerosis Carcinoma_of_lung Malignant_neoplasm_of_breast Pleural_Mesothelioma Gastrointestinal_Stromal_Tumors Malignant_neoplasm_of_stomach Liver_carcinoma Senile_Plaques Oropharyngeal_Carcinoma Stomach_Carcinoma Pancreatic_intraepithelial_neoplasia Fibrosis_of_pleura Leukemia,_Myelocytic,_Acute Thickening_of_pleura Colon_Carcinoma Diffuse_Large_B-Cell_Lymphoma Lymphoma,_Non-Hodgkin Luminal_A_Breast_Carcinoma Malignant_neoplasm_of_prostate Non-Small_Cell_Lung_Carcinoma Carcinoma_of_larynx melanoma Squamous_cell_carcinoma_of_esophagus Adenoma_of_large_intestine Sarcoma Lymphoma Osteosarcoma_of_bone Hepatocarcinogenesis Malignant_neoplasm_of_pancreas Malignant_Pleural_Mesothelioma Breast_Carcinoma Superficial_spreading_malignant_melanoma_of_skin Acute_lymphoblastic_leukemia_with_lymphomatous_features Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Retinoblastoma Prostate_carcinoma Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Pancreatic_Neoplasm Chordoma Liver_Cirrhosis Biliary_Tract_Cancer Steroid_Sulfatase_Deficiency_Disease Pancreatic_carcinoma Osteosarcoma Malignant_Bone_Neoplasm Mammary_Neoplasms Neuroblastoma Nevus Adenocarcinoma Glioblastoma Dental_Plaque Childhood_T_Acute_Lymphoblastic_Leukemia Ichthyosis,_X-Linked Central_neuroblastoma Neoplasms Neuroendocrine_Tumors Adult_T-Cell_Lymphoma/Leukemia Chronic_liver_disease Carcinogenesis Barrett_Esophagus Melanocytic_nevus_of_skin Squamous_cell_carcinoma Protein_Deficiency Neoplasm_Metastasis Acute_lymphocytic_leukemia Childhood_Acute_Lymphoblastic_Leukemia Adenocarcinoma_of_pancreas Adenoma Periampullary_Adenocarcinoma Fibrosis,_Liver Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Ulcer Laryngeal_Squamous_Cell_Carcinoma
FIGN			Congenital_heart_disease
FAXDC2			
POLR2A	DNA_REPAIR	DNA_REPAIR	Congestive_heart_failure Conventional_(Clear_Cell)_Renal_Cell_Carcinoma Malignant_neoplasm_of_prostate Colorectal_Cancer Heart_failure Malignant_neoplasm_of_stomach Carcinogenesis Colorectal_Carcinoma Renal_Cell_Carcinoma Non-Small_Cell_Lung_Carcinoma Onychomycosis Prostate_carcinoma Cardiomyopathies Stomach_Carcinoma
RPS17			Pure_Red-Cell_Aplasia Anemia,_Diamond-Blackfan
HAGHL			
RND1			Neoplasm_Metastasis Liver_carcinoma Triple_Negative_Breast_Neoplasms Mammary_Neoplasms Alzheimer's_Disease Breast_Carcinoma Mammary_Tumorigenesis Malignant_neoplasm_of_breast
NT5E		EPITHELIAL_MESENCHYMAL_TRANSITION GLYCOLYSIS IL2_STAT5_SIGNALING	Waldenstrom_Macroglobulinemia Neoplasms ovarian_neoplasm Colorectal_Carcinoma Small_Lymphocytic_Lymphoma Arterial_calcification_of_infancy Malignant_neoplasm_of_prostate Malignant_neoplasm_of_breast Persistent_infection Celiac_Disease Pseudoxanthoma_Elasticum Hematologic_Neoplasms Tuberculosis_of_intestines Cervix_carcinoma Neoplasm,_Residual Chronic_Obstructive_Airway_Disease Malignant_neoplasm_of_urinary_bladder Malignant_neoplasm_of_endometrium Motor_Neuron_Disease Colorectal_Cancer Troyer_syndrome Malignant_Neoplasms melanoma von_Willebrand_Disease Hypertensive_disease Tumor_Progression Colorectal_cancer_metastatic Arteriosclerosis Carcinoma_of_bladder Ulcerative_Colitis Acrodermatitis_enteropathica Cytomegalovirus_Infections Skin_Manifestations Malignant_tumor_of_colon Crohn_Disease Fatigue Oliver-McFarlane_syndrome Peripheral_Neuropathy Colitis Dermatitis_Herpetiformis Epithelial_ovarian_cancer Idiopathic_Pulmonary_Fibrosis Prostate_carcinoma Muscle_Spasticity Malignant_neoplasm_of_ovary Calcification_of_Joints_and_Arteries Tuberculosis MYELODYSPLASTIC_SYNDROME Adenocarcinoma_of_rectum Pancreatic_carcinoma CNS_metastases Cirrhosis Gilbert_Disease_(disorder) Ischemia_of_kidney Gallbladder_Carcinoma Leukemia,_Myelocytic,_Acute Primary_immune_deficiency_disorder Chronic_Kidney_Diseases Conventional_(Clear_Cell)_Renal_Cell_Carcinoma Hyperlipidemia Nevus_elasticus Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Neoplasm_Metastasis Malignant_neoplasm_of_gallbladder Chronic_Lymphocytic_Leukemia Precursor_B-cell_lymphoblastic_leukemia Influenza Gastritis Carcinoma_breast_stage_IV Triple_Negative_Breast_Neoplasms Colon_Carcinoma Nephrotic_Syndrome Enzymopathy hypertensive_nephropathy Ovarian_Carcinoma Liver_Cirrhosis Bladder_Neoplasm Pulmonary_Edema Enterovirus_Infections Mammary_Neoplasms Atherosclerosis Prostatic_Neoplasms Severe_combined_immunodeficiency_due_to_adenosine_deaminase_deficiency Breast_Carcinoma Seizures Primary_malignant_neoplasm Endometrial_Carcinoma cervical_cancer Malignant_tumor_of_cervix Solid_Neoplasm Virus_Diseases Liver_carcinoma HIV_Infections Malignant_neoplasm_of_pancreas leukemia Fibrosis,_Liver Anemia,_Hemolytic Medulloblastoma Secondary_malignant_neoplasm_of_lymph_node Gallbladder_adenocarcinoma Glioma Spastic Nonspherocytic_hemolytic_anemia Uterine_Corpus_Cancer Glioblastoma_Multiforme Cholera Phosphoribosylpyrophosphate_synthetase_deficiency Autoimmune_Diseases Autistic_Disorder
ENSG00000250264			
POLR2G	DNA_REPAIR	DNA_REPAIR	Kidney_Neoplasm Psoriasis Actinic_keratosis Precancerous_Conditions precancerous_lesions
CPOX		FATTY_ACID_METABOLISM HEME_METABOLISM	Glioma Cerebral_arterial_aneurysm Harderoporphyria Chronic_Obstructive_Airway_Disease Malignant_neoplasm_of_ovary Inflammatory_pain Colon_Carcinoma Kidney_Failure,_Acute Neoplasm_Metastasis Chronic_Lymphocytic_Leukemia Arthritis Ovarian_Carcinoma Acute_intermittent_porphyria Inflammatory_Bowel_Diseases Disorders_of_Porphyrin_Metabolism Pain Carcinogenesis Seizures Primary_malignant_neoplasm_of_lung Lymphatic_Metastasis Middle_Cerebral_Artery_Occlusion Multiple_Myeloma Malignant_Head_and_Neck_Neoplasm Pancreatic_Neoplasm Porphyrias,_Hepatic drug_substitution_(abuse) Malignant_neoplasm_of_breast Agnosia_for_Pain Eosinophilic_disorder Mitochondrial_Myopathies Stomach_Carcinoma Nasal_Polyps Malignant_neoplasm_of_lung Aspirin_exacerbated_respiratory_disease Hyperalgesia Leukemia,_Myelocytic,_Acute Laryngeal_Squamous_Cell_Carcinoma Meconium_Aspiration_Syndrome Cleft_Palate_with_Ankyloglossia Pain,_Postoperative Polycythemia_Vera melanoma Melioidosis Colorectal_Carcinoma Squamous_cell_carcinoma Asthma Trifunctional_Protein_Deficiency_With_Myopathy_And_Neuropathy Tumor_Progression Squamous_cell_carcinoma_of_esophagus Leigh_syndrome_,_French_Canadian_type Hereditary_Coproporphyria Malignant_neoplasm_of_pancreas Pancreatic_Ductal_Adenocarcinoma Non-Small_Cell_Lung_Carcinoma Prostate_carcinoma Cerebral_Aneurysm Benign_Prostatic_Hyperplasia Epithelial_ovarian_cancer Leigh_Disease Autoimmune_Diseases Colorectal_Cancer Peptic_Ulcer Malignant_neoplasm_of_prostate Multiple_Sclerosis Experimental_Organism_Basal_Cell_Carcinoma CLEFT_PALATE,_X-LINKED Ulcer Variegate_Porphyria Adenocarcinoma_of_lung_(disorder) Malignant_tumor_of_colon Liver_carcinoma Celiac_Disease Secondary_malignant_neoplasm_of_lymph_node Pancreatic_carcinoma Malignant_neoplasm_of_stomach Alzheimer's_Disease Porphobilinogen_synthase_deficiency Eosinophilia Carcinoma_of_lung Breast_Carcinoma Cystic_Fibrosis Cytochrome-c_Oxidase_Deficiency Rheumatoid_Arthritis Mitochondrial_Diseases invasive_cancer
SRSF7	MYC_TARGETS_V1	MYC_TARGETS_V1	
CHI3L2			Arthropathy
GTPBP3			Leigh_Disease Amyloidosis Neurologic_Symptoms Hypertrophic_Cardiomyopathy Encephalopathies Brain_Diseases
ANKRD66			
UPRT			Breast_Carcinoma Malignant_neoplasm_of_breast Measles Malignant_Glioma Infective_cystitis Colon_Carcinoma Colorectal_Carcinoma Prostate_carcinoma Glioma Pancreatic_carcinoma Malignant_neoplasm_of_pancreas Squamous_cell_carcinoma_of_the_head_and_neck Malignant_neoplasm_of_ovary Malignant_tumor_of_colon Secondary_malignant_neoplasm_of_lung Malignant_neoplasm_of_prostate Colorectal_Cancer Glioblastoma Ovarian_Carcinoma Cystitis
BDH1			Hepatitis Moderate_mental_retardation_(I.Q._35-49) Malignant_neoplasm_of_breast Breast_Carcinoma Glioma
RPUSD2			
RPS27L	P53_PATHWAY	P53_PATHWAY	Colorectal_Cancer Colorectal_Carcinoma
HACL1		XENOBIOTIC_METABOLISM BILE_ACID_METABOLISM	
EPHX4			
RPS27			Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Precursor_cell_lymphoblastic_lymphoma melanoma Malignant_neoplasm_of_breast Alzheimer_Disease,_Early_Onset Triple_Negative_Breast_Neoplasms Brain_Diseases Breast_Carcinoma Mucopolysaccharidosis_Type_IIIA Mucopolysaccharidoses Glioblastoma Lysosomal_Storage_Diseases Anemia,_Diamond-Blackfan Congenital_neurologic_anomalies Squamous_cell_carcinoma_of_the_head_and_neck Stomach_Carcinoma Pancreatic_Ductal_Adenocarcinoma Pfaundler-Hurler_Syndrome Osteochondrodysplasias Neoplasm_Metastasis Alzheimer's_Disease alpha-L-Iduronidase_Deficiency Hartnup_Disease Malignant_mesothelioma Skeletal_dysplasia Carcinogenesis Mucopolysaccharidosis_I Malignant_neoplasm_of_stomach
AK8			
RAD51D			FANCONI_ANEMIA,_COMPLEMENTATION_GROUP_A_(disorder) Malignant_neoplasm_of_breast Breast_Carcinoma Triple_Negative_Breast_Neoplasms Ovarian_Carcinoma Breast_Cancer,_Familial Fanconi_Anemia Fallopian_Tube_Carcinoma Malignant_neoplasm_of_ovary Epithelial_ovarian_cancer Colorectal_Cancer Colorectal_Carcinoma
DHPS	XENOBIOTIC_METABOLISM	XENOBIOTIC_METABOLISM	Malaria Diabetes Malignant_neoplasm_of_stomach Meningococcal_Infections Diabetes_Mellitus,_Insulin-Dependent Drug_usage Stomach_Carcinoma Lung_diseases Solid_Neoplasm Bronchitis,_Chronic Glioblastoma Pneumocystis_jiroveci_pneumonia Acquired_Immunodeficiency_Syndrome HIV_Infections Parasitemia Acute_malaria Crohn_Disease Pneumonia Bronchiolitis Diabetes_Mellitus
ZMPSTE24			Acro-Osteolysis Paresis Congenital_hypoplasia_of_clavicle Nasopharyngeal_carcinoma Sensorineural_Hearing_Loss_(disorder) Lipodystrophy alpha^+^_Thalassemia Basal_Cell_Nevus_Syndrome Cockayne_Syndrome Muscle_Weakness Premature_aging_syndrome alpha-Thalassemia Micrognathism Renal_Cell_Carcinoma HIV_lipodystrophy Familial_generalized_lipodystrophy Focal_glomerulosclerosis Cystic_Fibrosis Atherosclerosis Congenital_myopathy_(disorder) Mandibuloacral_dysostosis Dermatologic_disorders Metabolic_Diseases Congenital_chromosomal_disease Cerebrovascular_accident NESTOR-GUILLERMO_PROGERIA_SYNDROME Coronary_Artery_Disease Progeria Alopecia Coronary_Arteriosclerosis Osteoporosis Coronary_heart_disease Arteriosclerosis
SBK1			LACTASE_PERSISTENCE
RAD51C		E2F_TARGETS P53_PATHWAY	HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM_SYNDROME Hereditary_Breast_and_Ovarian_Cancer_Syndrome Familial_(FPAH) Breast_Carcinoma Stomach_Carcinoma Colorectal_Neoplasms Malignant_neoplasm_of_stomach Squamous_cell_carcinoma_of_the_head_and_neck bilateral_breast_cancer Ovarian_Carcinoma Sporadic_Breast_Carcinoma ovarian_neoplasm Congenital_Abnormality Malignant_neoplasm_of_ovary FANCONI_ANEMIA,_COMPLEMENTATION_GROUP_A_(disorder) Fanconi_Anemia Malignant_Head_and_Neck_Neoplasm Congenital_chromosomal_disease Colorectal_Cancer Colorectal_Carcinoma Breast_Cancer,_Familial Epithelial_ovarian_cancer Testicular_Germ_Cell_Tumor Neoplasms Malignant_neoplasm_of_breast
RPS26			Anemia,_Diamond-Blackfan Diabetes_Mellitus,_Insulin-Dependent
CRISP1			Malignant_neoplasm_of_pancreas Syphilis Pancreatic_carcinoma
ERAL1			Polycystic_Kidney,_Autosomal_Dominant Enthesitis-Related_Arthritis Kidney_Diseases Post-Traumatic_Stress_Disorder Malignant_neoplasm_of_breast Gonadal_dysgenesis_XX_type_deafness Lupus_Erythematosus,_Systemic Osteopenia Breast_Carcinoma Juvenile_arthritis
